timestamp,x,y,z
2026-09-13 18:45:39.167957,-0.04705810546875,-0.256317138671875,-0.9704437255859375
2026-09-13 18:45:40.190420,-0.0438079833984375,-0.245697021484375,-0.96771240234375
2026-09-13 18:45:41.224876,-0.0342864990234375,-0.24957275390625,-0.982574462890625
2026-09-13 18:45:42.239426,-0.0489501953125,-0.2633056640625,-0.9470977783203125
2026-09-13 18:45:43.269895,-0.1919097900390625,-0.0930328369140625,-1.3831939697265625
2026-09-13 18:45:44.284932,-0.405670166015625,-0.4485931396484375,-0.6678314208984375
2026-09-13 18:45:45.297851,0.1001129150390625,-0.0661773681640625,-0.978790283203125
2026-09-13 18:45:46.325640,-0.247344970703125,-0.438018798828125,-0.5977325439453125
2026-09-13 18:45:47.354655,-0.2420654296875,-0.260528564453125,-1.0093994140625
2026-09-13 18:45:48.364777,0.1567535400390625,0.1443634033203125,-1.1657257080078125
2026-09-13 18:45:49.444752,0.06439208984375,0.030914306640625,-1.14056396484375
2026-09-13 18:45:50.461055,-0.33831787109375,-0.563995361328125,-1.07977294921875
2026-09-13 18:45:51.474834,0.2038421630859375,-0.1139984130859375,-1.415740966796875
2026-09-13 18:45:52.494730,0.0110321044921875,-0.0221710205078125,-1.0198822021484375
2026-09-13 18:45:53.505942,0.0006256103515625,-0.020294189453125,-0.99755859375
2026-09-13 18:45:54.551277,0.0038299560546875,0.0145263671875,-0.99017333984375
2026-09-13 18:45:55.565811,0.005645751953125,0.0033111572265625,-0.99896240234375
2026-09-13 18:45:56.575217,0.012664794921875,-0.0225372314453125,-0.99853515625
2026-09-13 18:45:57.610295,-0.0030364990234375,-0.0215301513671875,-0.9899139404296875
2026-09-13 18:45:58.636120,-0.00091552734375,-0.02288818359375,-0.9981689453125
2026-09-13 18:45:59.669732,-0.0043487548828125,-0.01885986328125,-0.9978790283203125
2026-09-13 18:46:00.679534,-0.0074310302734375,-0.0188140869140625,-0.9994964599609375
2026-09-13 18:46:01.715173,0.0001678466796875,-0.045928955078125,-0.9962005615234375
2026-09-13 18:46:02.774618,-0.0102386474609375,-0.0197906494140625,-0.9965362548828125
2026-09-13 18:46:03.791239,-0.0071868896484375,-0.0211181640625,-0.99847412109375
2026-09-13 18:46:04.827590,-0.0062408447265625,-0.020477294921875,-0.9991912841796875
2026-09-13 18:46:05.861554,-0.0062255859375,-0.019775390625,-0.9985198974609375
2026-09-13 18:46:06.890084,-0.0057373046875,-0.0194244384765625,-0.99822998046875
2026-09-13 18:46:07.910508,-0.006103515625,-0.0195159912109375,-0.999969482421875
2026-09-13 18:46:08.922607,-0.0062103271484375,-0.0200042724609375,-0.9988861083984375
2026-09-13 18:46:09.934863,-0.00726318359375,-0.0201568603515625,-0.9996337890625
2026-09-13 18:46:11.029749,-0.006134033203125,-0.0194854736328125,-0.9981842041015625
2026-09-13 18:46:16.424820,-0.0061187744140625,-0.020660400390625,-0.997894287109375
2026-09-13 18:46:22.739941,-0.0060577392578125,-0.0195770263671875,-0.9977569580078125
2026-09-13 18:46:23.752654,-0.0062103271484375,-0.0198516845703125,-0.9990081787109375
2026-09-13 18:46:24.823920,-0.005615234375,-0.0199737548828125,-0.9984588623046875
2026-09-13 18:46:25.850972,-0.0058135986328125,-0.0193023681640625,-0.9990081787109375
2026-09-13 18:46:26.877350,-0.00653076171875,-0.0204315185546875,-0.9984130859375
2026-09-13 18:46:27.950590,-0.00665283203125,-0.0193328857421875,-0.9992218017578125
2026-09-13 18:46:28.969285,-0.0060882568359375,-0.019683837890625,-0.9987335205078125
2026-09-13 18:46:30.028989,-0.00640869140625,-0.0205230712890625,-0.9993133544921875
2026-09-13 18:46:31.063926,-0.005950927734375,-0.0200347900390625,-0.9983062744140625
2026-09-13 18:46:32.085681,-0.006927490234375,-0.0199737548828125,-0.9981231689453125
2026-09-13 18:46:35.214792,-0.0059814453125,-0.019744873046875,-0.999114990234375
2026-09-13 18:46:38.444913,-0.00665283203125,-0.0196685791015625,-0.9989013671875
2026-09-13 18:46:39.509941,-0.005889892578125,-0.01959228515625,-0.998504638671875
2026-09-13 18:46:40.530253,-0.0069122314453125,-0.0197906494140625,-0.9978485107421875
2026-09-13 18:46:41.550542,-0.0055389404296875,-0.020233154296875,-0.9990997314453125
2026-09-13 18:46:42.616759,-0.00604248046875,-0.0206451416015625,-0.9990081787109375
2026-09-13 18:46:43.645171,-0.0057525634765625,-0.019989013671875,-1.0001373291015625
2026-09-13 18:46:44.655635,-0.006439208984375,-0.0198516845703125,-0.9989776611328125
2026-09-13 18:46:46.671175,-0.0062713623046875,-0.02020263671875,-0.999969482421875
2026-09-13 18:46:47.734831,-0.00579833984375,-0.0201873779296875,-0.9987640380859375
2026-09-13 18:46:48.760763,-0.0055999755859375,-0.0196075439453125,-0.9984130859375
2026-09-13 18:46:49.790872,-0.006103515625,-0.019805908203125,-1.000579833984375
2026-09-13 18:46:56.140626,-0.005340576171875,-0.020263671875,-0.9998321533203125
2026-09-13 18:46:57.151709,-0.006011962890625,-0.02044677734375,-0.999481201171875
2026-09-13 18:46:58.171908,-0.00579833984375,-0.020294189453125,-0.999786376953125
2026-09-13 18:46:59.226965,-0.0059356689453125,-0.0203857421875,-0.9990081787109375
2026-09-13 18:47:00.252450,-0.005950927734375,-0.0201568603515625,-0.99951171875
2026-09-13 18:47:01.280714,-0.0066680908203125,-0.0191650390625,-0.9974517822265625
2026-09-13 18:47:02.302156,-0.0056915283203125,-0.019287109375,-0.9993896484375
2026-09-13 18:47:03.335940,-0.0057830810546875,-0.0196990966796875,-0.999542236328125
2026-09-13 18:47:04.366400,-0.00579833984375,-0.0209503173828125,-0.9999237060546875
2026-09-13 18:47:05.435256,-0.005828857421875,-0.0193634033203125,-0.9990234375
2026-09-13 18:47:06.485304,-0.0005340576171875,-0.02197265625,-0.9993743896484375
2026-09-13 18:47:07.510483,0.0035552978515625,-0.0169525146484375,-0.99774169921875
2026-09-13 18:47:08.570199,-0.03704833984375,-0.012481689453125,-1.0020904541015625
2026-09-13 18:47:09.591250,-0.007354736328125,-0.021942138671875,-1.0299072265625
2026-09-13 18:47:10.634395,-0.004241943359375,-0.0215911865234375,-0.9970703125
2026-09-13 18:47:11.649884,-0.008941650390625,-0.0191497802734375,-0.999420166015625
2026-09-13 18:47:12.670047,-0.0006103515625,-0.02044677734375,-1.00115966796875
2026-09-13 18:47:13.696813,-0.00054931640625,-0.026947021484375,-0.9984283447265625
2026-09-13 18:47:14.771724,0.003692626953125,-0.0236358642578125,-0.9891815185546875
2026-09-13 18:47:15.795806,-0.0136566162109375,-0.0228118896484375,-0.998992919921875
2026-09-13 18:47:16.875427,-0.006744384765625,-0.0225677490234375,-0.9974365234375
2026-09-13 18:47:17.893504,-0.0055084228515625,-0.0228118896484375,-0.99676513671875
2026-09-13 18:47:18.922197,-0.0046234130859375,-0.0192718505859375,-0.9999847412109375
2026-09-13 18:47:20.968577,-0.0059356689453125,-0.022674560546875,-1.0010986328125
2026-09-13 18:47:21.990395,-0.0064849853515625,-0.0248565673828125,-0.9984893798828125
2026-09-13 18:47:23.078821,-0.004974365234375,-0.0216827392578125,-0.999908447265625
2026-09-13 18:47:24.099948,-0.00677490234375,-0.0241241455078125,-0.9987945556640625
2026-09-13 18:47:25.120686,0.0052490234375,-0.02374267578125,-0.9991607666015625
2026-09-13 18:47:26.163388,0.00244140625,-0.0257568359375,-0.9993438720703125
2026-09-13 18:47:27.190366,-0.0095672607421875,-0.02099609375,-0.99761962890625
2026-09-13 18:47:28.275352,-0.0072021484375,-0.0224609375,-1.000335693359375
2026-09-13 18:47:29.353537,-0.0050201416015625,-0.02191162109375,-0.9984130859375
2026-09-13 18:47:30.375853,-0.002960205078125,-0.02099609375,-0.999603271484375
2026-09-13 18:47:31.404949,-0.004150390625,-0.0186309814453125,-0.99737548828125
2026-09-13 18:47:32.430081,-0.0059356689453125,-0.024078369140625,-0.9986724853515625
